白名单,#genre#
CGtv,https://cgentertainment-cgtv-1-it.samsung.wurl.tv/playlist.m3u8
RadioRadioTv,https://200912.global.ssl.fastly.net/646b335e2291a2022444bb7c/live_22f84390fe1411ed919df3da85a483cc/rewind-14400.m3u8
暗里着迷-亮声,https://vd2.bdstatic.com/mda-nj0ahm6t2ib5n2jy/720p/h264/1664610158927030550/mda-nj0ahm6t2ib5n2jy.mp4
探索亚洲频特,https://tzh911.qzz.io/play-smt.php?id=discoverytwn_twn
tvbs欢乐频特,https://tzh911.qzz.io/play-smt.php?id=tvbshuanle_twn
PlutoTVTerror,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5c6dc88fcd232425a6e0f06e/master.m3u8?terminate=false&deviceType=web&deviceMake=web&deviceModel=web&sid=76&deviceId=5c6dc88fcd232425a6e0f06e&deviceVersion=DNT&appVersion=DNT&deviceDNT=0&userId=&advertisingId=&deviceLat=&deviceLon=&app_name=&appName=web&buildVersion=&appStoreUrl=&architecture=&includeExtendedEvents=false&marketingRegion=US&serverSideAds=false
MonroeCountyTelevisionMCTV(MonroeCountyFL),https://castus-vod-dev.s3.amazonaws.com/vod_clients/monroe/live/ch1/video.m3u8
抖精彩片段二,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8d55f342b33eb0103700199818a670e_258.mp4
经典国语老歌合集2,https://vd2.bdstatic.com/mda-ped1sgxncbswrexk/720p/h264/1684027353141147241/mda-ped1sgxncbswrexk.mp4
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklistw70581102.m3u8
加勒渐渐被干坏的寡妇宫崎爱莉,https://v.didivod.com/20220817/iEa8XRhW/index.m3u8
KTBC-DT1,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00488-foxdigital-ktbc-lgus/playlist.m3u8
如侵权请邮件告知删除,https://vd3.bdstatic.com/mda-qcnhc9pcq3dhrreu/default/bd265_cae_roi_v6/1711197070934641369/mda-qcnhc9pcq3dhrreu.mp4
新唐人美东,https://live.ntdtv.com/live900/playlist.m3u8
不必纠结,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8be58b8bd78eb4f03700199278e02a1_258.mp4
KBSWorld,https://tzh911.qzz.io/play-smt.php?id=KBS
MaverickBlackCinema,https://maverick-maverick-black-cinema-3-us.roku.wurl.tv/playlist.m3u8
无线华丽,http://php.jdshipin.com:8880/smt.php?id=Tvbjade
新干线（第三十六期）白石桃桃-DASS-436,https://fcxqxf.hhphxz.com/20240801/t9jRkVoB/index.m3u8
RockActions,http://156.239.254.7:5555/smt.php?id=Rockaction
TelemundoAlDia,https://d1rqgw5gocwo9i.cloudfront.net/manifest/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod_default_xumo-nbcu-stitched/10a44c37-f976-4d2b-ab23-8637a7a094ca/3.m3u8
PeopleAreAwesome,https://jukin-peopleareawesome-2-au.samsung.wurl.tv/playlist.m3u8
XITERockxMetal,https://d198ro05q94rc4.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-c5xdq9qwilrd2/XITE_Rock_On.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.us_privacy=1YNY&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.ssai_vendor=SSSLIVE&ads.service_id=USBB2300004KV
JIBSTV,http://123.140.197.22/stream/1/play.m3u8
ABNBibleMovies,https://mediaserver.abnvideos.com/streams/abnbiblemovies.m3u8
番薯电视,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
萧亚轩《2009WOW3LIVE演唱会完整版》,https://vd3.bdstatic.com/mda-pa3kh2zwascgw2c2/576p/h264/1672843937904836811/mda-pa3kh2zwascgw2c2.mp4
AstroLOL,https://tzh911.qzz.io/play-smt.php?id=Astro_lol
FailArmy,https://failarmy-international-it.samsung.wurl.tv/playlist.m3u8
梅艳芳《2003年经典金曲演唱会完整版》,https://vd4.bdstatic.com/mda-nmegba7fpnyzhds1/576p/h264/1671104210184413087/mda-nmegba7fpnyzhds1.mp4
八大戏剧频特,https://tzh911.qzz.io/play-smt.php?id=badadrama
学生dj舞曲,https://vd2.bdstatic.com/mda-mkncvdu8w51mdbqw/sc/cae_h264/1637659554429325643/mda-mkncvdu8w51mdbqw.mp4
JtheKpop,http://156.239.254.7:5555/smt.php?id=jthekpop_korea
PeopleAreAwesome,https://jukin-peopleareawesome-2-it.samsung.wurl.tv/playlist.m3u8
宝玉不姓贾,https://www.goodiptv.club/huya/20985866
OnTV4U[Geo-blocked],https://stirr.b-cdn.net/stirr/playlist.m3u8
AstrolKplus,https://tzh911.qzz.io/play-smt.php?id=Kplus
天映频道粤特,https://tzh911.qzz.io/play-smt.php?id=ctv18_twn
TVRINational,https://tzh911.qzz.io/play-smt.php?id=TVRI
博斯运动2,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn08
BBCWorldNews,http://156.239.254.7:5555/smt.php?id=Bbcnews
CCTV13频特,https://tzh911.qzz.io/play-smt.php?id=cctv13
CCTV6频特,http://156.239.254.7:5555/smt.php?id=cctv6
香港31,http://php.jdshipin.com:8880/iptv.php?id=rthk31
WXIX-DT1,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00312-graytelevisioni-wxixfox19news-vizious/playlist.m3u8
刘德华合集,https://vd2.bdstatic.com/mda-ni103pry5e4aqk39/sc/cae_h264/1662084584421447983/mda-ni103pry5e4aqk39.mp4
陈倩倩-婴儿,http://vodcdn.video.taobao.com/oss/ali-video/4fc8d043456c092c392483bd293d0ee3/video.m3u8
八度空间,http://php.jdshipin.com/smt.php?id=TV8
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
HBo频特,https://tzh911.qzz.io/play-smt.php?id=hbohd_twn
DiscoveryKidsTamil,https://tzh911.qzz.io/play-smt.php?id=discoverykidtamil_raj
JTV,https://tzh911.qzz.io/play-smt.php?id=JTV_eko
凤凰资讯台,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8
KTOO360TV3(FNX),https://api.v3.invintus.com/StreamURI/persis/2147483647/KTOO360TV.stream/media.m3u8
KVIE-DT2,https://kviedt2.lls.pbs.org/kviedt2-hls.m3u8
FailarmyInternational,https://failarmy-international-au.samsung.wurl.tv/playlist.m3u8
张惠妹《2010阿密特演唱会完整版》,https://vd2.bdstatic.com/mda-pa4ggwqkg1hknakr/576p/h264/1672919548156014099/mda-pa4ggwqkg1hknakr.mp4
丁度,https://ckzy1com.com/20221218/NhlIE4ww/index.m3u8
口爆02,https://video.bpzy1.com/video/20211020/d7c579128809c371f06fb4513f815154/index.m3u8
Vellithirai,http://156.239.254.7:5555/smt.php?id=Vellithirai
暗河传第21集,http://cjx.999315.xyz/yzzy/20251030/21729_21b64b53/index.m3u8
粤语剧场版05,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c1c000bbf0574f0370019934d826ce_258.mp4
捆绑高潮_梦咲かのん,https://v.didivod.com/20220817/0dEtvh0F/index.m3u8
EBSPlus2,http://156.239.254.7:5555/smt.php?id=ebsplus2_korea
白马王子,https://ckzy1com.com/20230412/ZdjCZhez/index.m3u8
Bollyone,http://156.239.254.7:5555/smt.php?id=Bollyone
SamuelGoldwynClassics,https://samuelgoldwyn-classics-1-us.roku.wurl.tv/playlist.m3u8
陈慧娴-归来吧,http://vodcdn.video.taobao.com/oss/ali-video/c89589fd5809cf6e2f1a4d7a52023733/video.m3u8
三立戏剧台[1280x720],http://61.221.215.25:8800/hls/41/index.m3u8?txiptv&playlive
天映频道闽特,https://tzh911.qzz.io/play-smt.php?id=Celestialindo
CCTV5+体育赛事「回看」,https://tv.iill.top/migu-1/cctv5+
暗香-沙宝亮,https://vd3.bdstatic.com/mda-jj9irtq1jriq0dd4/hd/mda-jj9irtq1jriq0dd4.mp4
广西卫视频特,https://tzh911.qzz.io/play-smt.php?id=guangxi
ToonamiAftermathEast,http://api.toonamiaftermath.com:3000/est/playlist.m3u8
LosAngelesLocalTelevisionChannel36,https://reflect-channel36-la.cablecast.tv/live-3/live/stream-1/live.m3u8
草蜢-忘情森巴舞,http://vodcdn.video.taobao.com/oss/ali-video/a30020a6cd9ce2a8b387e029f9c5365c/video.m3u8
LawndaleCityTV,https://reflect-live-lawndale.cablecast.tv/live-4/live/live.m3u8
粤语剧场版64,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c46955072e7101037001993f3d9f88_258.mp4
GTV八大戏剧台,http://61.221.215.25:8800/hls/39/index.m3u8
DarkMatterTV,https://tricoast-tv-dark-matter-01-us.ono.wurl.tv/playlist.m3u8
2020年春晚,https://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
《周杰伦2010超时代演唱会完整版》,https://vd2.bdstatic.com/mda-nmc4khkjnn0k62bn/360p/h264/1670901524505595792/mda-nmc4khkjnn0k62bn.mp4
陈慧娴《2016年Priscilla-ism演唱会完整版》,https://vd2.bdstatic.com/mda-nmkdh8zu3b6jeur2/576p/h264/1671615353015464234/mda-nmkdh8zu3b6jeur2.mp4
美亚电影频特,https://tzh911.qzz.io/play-smt.php?id=meiyamovie_twn
BloomfieldAccessTVChannel5,https://reflect-batv.cablecast.tv/live-5/live/live.m3u8
SuperSimpleSongs,https://janson-supersimplesongs-1-us.roku.wurl.tv/playlist.m3u8
DWEspañolⓈ,https://dwamdstream104.akamaized.net/hls/live/2015530/dwstream104/stream04/streamPlaylist.m3u8
古古三十年,https://www.goodiptv.club/huya/29982675
CBSNews,https://cbsnews.akamaized.net/hls/live/2020607/cbsnlineup_8/master.m3u8
庄心妍精选44首(2小时),https://txmov2.a.kwimgs.com/upic/2023/09/29/09/BMjAyMzA5MjkwOTEzMDVfMjE0OTExOTI2N18xMTM3OTU3ODM3NzFfMF8z_b_B1909889bf55e6af6f994b05596fb589f.mp4
郑秀文《2018生日演唱会，完整版》,https://vd2.bdstatic.com/mda-pa4ctrwhn61hjjgw/576p/h264/1672910025213887371/mda-pa4ctrwhn61hjjgw.mp4
实力拔萝卜,https://www.goodiptv.club/huya/11601960
FresnoCMAC1PublicChannel,https://reflect-vod-cmac.cablecast.tv/live-11/live/stream-1/live.m3u8
NHKWORLDJAPAN,http://61.221.215.25:8800/hls/51/index.m3u8
天映经典,http://php.jdshipin.com:8880/smt.php?id=Celestial2
MovieSphere,https://plexaaaaa-moviesphere-plex-efzys.amagi.tv/playlist/plexaaaaa-moviesphere-plex/playlist.m3u8
PBSKETKY,https://2-fss-2.streamhoster.com/pl_132/amlst:200914-1315486/playlist.m3u8
醉后的玫瑰,https://v.ykv2.com/20230919/NOnhrfiv/index.m3u8?skipl=1
SonyCanalNovelas,https://a89829b8dca2471ab52ea9a57bc28a35.mediatailor.us-east-1.amazonaws.com/v1/master/0fb304b2320b25f067414d481a779b77db81760d/CanelaTV_SonyCanalNovelas/playlist.m3u8
BYUTV[Geo-blocked],https://amg02604-byutv-amg02604c2-firetv-us-4981.playouts.now.amagi.tv/playlist.m3u8
中天娱乐HD,http://61.221.215.25:8800/hls/47/index.m3u8
HitsMovie,http://156.239.254.7:5555/smt.php?id=Hitsmovie
荒野求生影视,https://www.goodiptv.club/huya/24766781
Diso综合,http://61.221.215.25:8800/hls/1/index.m3u8
陈奕迅《2007红磡体育馆演唱会4K完整版》,https://vd4.bdstatic.com/mda-paw7k4hdfnz4xyry/576p/h264/1675143278817711982/mda-paw7k4hdfnz4xyry.mp4
PlutoTVCineEstelar,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5dcde437229eff00091b6c30/master.m3u8?advertisingId=&appName=web&appStoreUrl=&appVersion=unknown&architecture=&buildVersion=&clientTime=0&deviceDNT=0&deviceId=bff0c3c1-6307-11eb-b3fa-019cb96f121b&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=20f53e04-9cb8-454e-ad8b-838686c353e7&userId=
TSDTvArezzo(TeleSanDomenico),https://stream.mariatvcdn.com/tsd/7c59373bfdb38201b9215ff86f0ce6af.sdp/playlist.m3u8
阿神电影,https://www.goodiptv.club/huya/29396896
OutsideTV,https://outsidetv-firetv.amagi.tv/playlist.m3u8
TVBSNewS,http://61.221.215.25:8800/hls/9/index.m3u8
蔡依林《2013Myself台北演唱会完整版》,https://vd2.bdstatic.com/mda-nmuh0hr8u0u6cte0/576p/h264/1672315785506572864/mda-nmuh0hr8u0u6cte0.mp4
粤语剧场版04,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c1bf3dbbe4014f0370019934d4f1dc_258.mp4
YTNKorean,http://156.239.254.7:5555/smt.php?id=ytnkorean_korea
BBCWorldNews,https://tzh911.qzz.io/play-smt.php?id=Bbcnews
XilamTV,https://xilam-animation-1-fr.samsung.wurl.tv/playlist.m3u8
《2010再度感动香港演唱会完整版》,https://vd4.bdstatic.com/mda-pb34i0fpkj0m4cps/hd/cae_h264/1675494022570178771/mda-pb34i0fpkj0m4cps.mp4
好消息电视台,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
HBOHD,http://156.239.254.7:5555/smt.php?id=Hbo
音乐频道,http://61.221.215.25:8800/hls/49/index.m3u8
粤语剧场版42,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c457a8bda9eb4f037001993ef8c5d3_258.mp4
GTV八大第一台,http://61.221.215.25:8800/hls/55/index.m3u8
RealWild,https://lds-realwild-samsungau.amagi.tv/playlist.m3u8
山河枕第39集,http://cjx.999315.xyz/yzzy/20251117/8892_10a409f7/index.m3u8
TntSports1,http://156.239.254.7:5555/smt.php?id=6fac0aaead
NBC12HelenaMT(KTVH),https://livetv-fa.tubi.video/ktvh/playlist.m3u8
ASC搜索,http://61.221.215.25:8800/hls/50/index.m3u8
52岁翼大利艺术,https://www.goodiptv.club/huya/29982620
VevoFeatures,https://d1ze674i4apj8g.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-dnsrl2co4rjn8/Vevo_Features.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.us_privacy=1YNY&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.ssai_vendor=SSSLIVE&ads.service_id=USBD1200008GL
NHL,https://nhl-firetv.amagi.tv/playlist.m3u8
好莱电影频特,https://tzh911.qzz.io/play-smt.php?id=hollywoodmovies_twn
Backstage[Geo-blocked],https://fuse-backstage-xumo.amagi.tv/playlist.m3u8
黄莺莺合集,https://vd4.bdstatic.com/mda-nkm0h1vrypczxbtg/720p/h264/1669076515355370249/mda-nkm0h1vrypczxbtg.mp4
TVB星河台XingHe,http://156.239.254.7:5555/smt.php?id=Xinhe
辛晓琪-味道,http://vodcdn.video.taobao.com/oss/ali-video/ce005204d02a88cfac474f1583f08add/video.m3u8
FoodnetworkHd,http://156.239.254.7:5555/smt.php?id=Foodnetwork
第122期-胸大无脑笨助理，老板鸡巴真好吃！,https://fcxqxf.hhphxz.com/20240510/GTWjtule/index.m3u8
RTMAsean,http://156.239.254.7:5555/smt.php?id=Rtmasean
佛陀教育,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
中天娱乐频特,http://156.239.254.7:5555/smt.php?id=ctient
AstroPremierLeague1,http://156.239.254.7:5555/smt.php?id=go_assp1
第210期-恋爱脑痴女，性奴养成-小猫咪,https://fcxqxf.hhphxz.com/20241103/ktDydVKN/index.m3u8
RTV,http://156.239.254.7:5555/smt.php?id=Rtv
AstroAEC,http://php.jdshipin.com/smt.php?id=AEC
HGTV,http://156.239.254.7:5555/smt.php?id=HGTV
关于本源(iptv365.org),https://gitlab.com/p2v5/wangtv/-/raw/main/about1080p.mp4
粤语剧场版06,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c1c14abd062e4f0370019934dcd026_258.mp4
(箱)音乐欣赏,http://61.221.215.25:8800/hls/58/index.m3u8
PoudreSchoolDistrictTV(PSDTV)(FortCollinsCO),https://reflect-broadcast-psdschools.cablecast.tv/live-6/live/live.m3u8
八大娱乐频特,http://156.239.254.7:5555/smt.php?id=badaentertain
Nosey,https://nosey-intl-1-samsungau.amagi.tv/playlist.m3u8
AstroFootball,http://156.239.254.7:5555/smt.php?id=go_assp4
粤语剧场版51,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c460cfbc0fed4f037001993f1b8b06_258.mp4
News18Tamil,http://156.239.254.7:5555/smt.php?id=news18tamil_raj
CaliforniaMusicChannel,https://cmc-ono.amagi.tv/playlist1080_p.m3u8
TVBOX助手推送,https://v.06dn.com/api/v3/slave/source/0/L3VwbG9hZHMvMTc5MjUvMjAyMzEyLzMxLzE3OTI1X0hhNUNSSHZjX2pjMy5tcDQ/jc3.mp4?sign=YGA6JFUPCCbuVU1Yxwhs_uK3K8ioaUC6VIEBw76TizQ%3D%3A0
SCM,http://156.239.254.7:5555/smt.php?id=Weishimovie
PBSAntiquesRoadshow[Geo-blocked],https://amg02333-pbs-amg02333c8-firetv-us-4239.playouts.now.amagi.tv/playlist.m3u8
1997年春晚,https://txmov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
Citra,http://156.239.254.7:5555/smt.php?id=AAcitra
CCTV5频特,http://156.239.254.7:5555/smt.php?id=cctv5
HBo家庭频特,http://156.239.254.7:5555/smt.php?id=fyi_twn
粤语剧场版32,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c31f58bc78154f037001993a33df9b_258.mp4
AccessMediaProductionsMontereyChannel,https://dlttx48mxf9m3.cloudfront.net/vod_clients/amp/live/ch3/video.m3u8
MusicTV,http://156.239.254.7:5555/smt.php?id=MusicTV
AlltheKpop,http://156.239.254.7:5555/smt.php?id=allthekpop_korea
探索亚洲频特,http://156.239.254.7:5555/smt.php?id=discoverytwn_twn
粤语剧场版44,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c45925bd908b4f037001993efdfa5e_258.mp4
7DJ舞曲,https://vd2.bdstatic.com/mda-nch73gktvfmgdrbd/sc/cae_h264_delogo/1647644537085447432/mda-nch73gktvfmgdrbd.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1648813542-0-0-4a2d27d50015d19f3ed5cf5fbc261f79&bcevod_channel=searchbox_feed&pd=1&vt=1&cd=0&watermark=0&did=ced9e69a4f6154e91be590c1d5a488ab&logid=0942439256&vid=4192073541598205553&pt=0&appver=7.2.1.10&model=T7-5G10&osver=9&cr=2&abtest=peav_g52&sle=1&sl=1420&split=1235330&dt=1&nt=0&pe=0&prerender=0&kpdl=1&h265_m=-1&klogid=c770aa16cadb579d&kapid=1&psp=1&psk=1028&pif=0_0_0_0&qtfc=65535&qtut=0&stg=none
朝鲜视角阅兵,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8be81aabc2e7a4f03700199282ce8e4_258.mp4
王杰合集,https://vd3.bdstatic.com/mda-paj24w3pip97yamz/sc/cae_h264/1674185355776462627/mda-paj24w3pip97yamz.mp4
כאן11,https://kan11.media.kan.org.il/hls/live/2024514/2024514/master.m3u8
CInemax频特,http://156.239.254.7:5555/smt.php?id=cinemax_twn
Astr'欢喜,http://php.jdshipin.com:8880/smt.php?id=Huahee
林依轮10首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5209257503535513363_hlsb.m3u8
SpiritTV[Not24/7],https://cdnlive.myspirit.tv/LS-ATL-43240-2/index.m3u8
NatgeoWildTamil,http://156.239.254.7:5555/smt.php?id=natgeowildtamil_raj
AlSaudiyaAlaan,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-ksa-now/71ed3aa814c643306c0a8bc4fcc7d17f/index.m3u8
亮哥讲电影,https://www.goodiptv.club/huya/16144175
卓依婷--同一首歌,http://vd3.bdstatic.com/mda-jf1j2af0dji6ju83/mda-jf1j2af0dji6ju83.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
TeleBoston,https://tv2.fastcast4u.com:3238/live/radiotelebostonlive.m3u8
SonyYayTamil,https://tzh911.qzz.io/play-smt.php?id=sonyyaytam_raj
陈慧娴《201430周年演唱会完整珍藏版》,https://vd2.bdstatic.com/mda-nmkc1znfw4dz5tbj/576p/h264/1671612650824205354/mda-nmkc1znfw4dz5tbj.mp4
OmroepZeeland,http://d3isaxd2t6q8zm.cloudfront.net/live/omroepzeeland/tv/index.m3u8
北岛的诗,https://www.goodiptv.club/huya/11336591
ABNTVIndia(540p),https://mediaserver.abnvideos.com/streams/abntvindia.m3u8
好消息,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
AstroAOD,http://php.jdshipin.com/smt.php?id=Aodhd
ColorHD,http://156.239.254.7:5555/smt.php?id=Colorhd
张靓颖《2015中国巡回演唱会北京站完整版》,https://vd2.bdstatic.com/mda-pa75yhuj2fm0mt8m/576p/h264/1673151621612626340/mda-pa75yhuj2fm0mt8m.mp4
France24,http://156.239.254.7:5555/smt.php?id=france24_twn
ABNAfrica,https://mediaserver.abnvideos.com/streams/abnafrica.m3u8
Astro欢喜台,http://php.jdshipin.com/smt.php?id=Huahee
中天亚洲频特,http://156.239.254.7:5555/smt.php?id=ctiasia_twn
无线娱乐频特,http://156.239.254.7:5555/smt.php?id=Tvbentertainment
东森洋片频特,https://tzh911.qzz.io/play-smt.php?id=ettvwestern
MoviesNowHD,http://156.239.254.7:5555/smt.php?id=moviesnow_raj
中视闽南频特,http://156.239.254.7:5555/smt.php?id=zhongshihd_twn
无线娱乐,http://php.jdshipin.com/smt.php?id=Tvbentertainment
叶筱萱《爱到最后是孤独》,https://vd4.bdstatic.com/mda-mh9fjm2j86uyymfa/1080p/cae_h264/1628593607912074882/mda-mh9fjm2j86uyymfa.mp4
北方姑娘,https://vd3.bdstatic.com/mda-ncc6hbwdde59r16h/sc/cae_h264_delogo/1647146424330053026/mda-ncc6hbwdde59r16h.mp4
沐小错,https://www.goodiptv.club/huya/11352956
寰宇新闻台湾,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv156
多美剧场,https://www.goodiptv.club/huya/23650774
TNTSports3,https://tzh911.qzz.io/play-smt.php?id=5fea4d73db
AstroVaanavil,http://156.239.254.7:5555/smt.php?id=Vaanavil
AstroPremierLeague1,https://tzh911.qzz.io/play-smt.php?id=go_assp1
AstroGrandstand,https://tzh911.qzz.io/play-smt.php?id=go_assp3
TVBAsia,https://tzh911.qzz.io/play-smt.php?id=Tvbasia
东森新闻频特,https://tzh911.qzz.io/play-smt.php?id=ettvnews
CaliforniaMusicChannel,https://cmc-ono.amagi.tv/playlist720_p.m3u8
EstrellaGames,https://estrella-games-oando.amagi.tv/playlist.m3u8
RTMSportsHD,https://tzh911.qzz.io/play-smt.php?id=Rtmsport
许嵩经典合集,https://txmov2.a.kwimgs.com/bs3/video-hls/5246693673328160378_hlsb.m3u8
AccessTuolumne(TuolumneCountyCA),https://reflect-tuolumne.cablecast.tv/live-3/live/stream-1/live.m3u8
LaMegaMundial,https://server40.servistreaming.com:3477/stream/play.m3u8
RightNowTV,https://a-cdn.klowdtv.com/live2/rightnowtv_720p/playlist.m3u8
Thrill,http://156.239.254.7:5555/smt.php?id=Thrill
Bloomberg,https://bloomberg.com/media-manifest/streams/us.m3u8
TV1backup,http://156.239.254.7:5555/smt.php?id=TV1_backup
纬来体育频特,http://156.239.254.7:5555/smt.php?id=videolandsport
天映频道,http://php.jdshipin.com/smt.php?id=Celestial
BolaArena2,http://156.239.254.7:5555/smt.php?id=Bolaarena2
Al-Jazeera,http://156.239.254.7:5555/smt.php?id=aljazeera_twn
纬来电影,http://live.catvod.com/smart.php?id=videolandmovie
AstroPremierLeague2,http://156.239.254.7:5555/smt.php?id=go_assp2
博斯网球频特,http://156.239.254.7:5555/smt.php?id=bositennis_twn
CreaTVBayVoiceTVChannel27(SanJoseCA),https://reflect-creatv.cablecast.tv/live-19/live/live.m3u8
NewK-Pop,https://newidco-newkid-1-eu.plex.wurl.tv/4300.m3u8
Reuters,https://amg00453-reuters-amg00453c1-rakuten-uk-2110.playouts.now.amagi.tv/playlist/amg00453-reuters-reuters-rakutenuk/playlist.m3u8
天映经典频特,http://156.239.254.7:5555/smt.php?id=Celestial2
ABCNewsLive,https://d4ybyqrhce41r.cloudfront.net/v1/master/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod-xumo-linear-nbcu-hlsv3/master.m3u8?ads.channelId=99991626
BlackCinema,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/58af4c093a41ca9d4ecabe96/master.m3u8?terminate=false&deviceType=web&deviceMake=web&deviceModel=web&sid=80&deviceId=58af4c093a41ca9d4ecabe96&deviceVersion=DNT&appVersion=DNT&deviceDNT=0&userId=&advertisingId=&deviceLat=&deviceLon=&app_name=&appName=web&buildVersion=&appStoreUrl=&architecture=&includeExtendedEvents=false&marketingRegion=US&serverSideAds=false
铁血真汉子,https://www.goodiptv.club/huya/11342395
博斯运动壹特,http://156.239.254.7:5555/smt.php?id=bosisport1_twn
Goshop,http://156.239.254.7:5555/smt.php?id=Goshop
Channel8,http://156.239.254.7:5555/smt.php?id=Channel8HD
东森超视频特,http://156.239.254.7:5555/smt.php?id=ettvsuper
张学友《1995年友学友经典演唱会完整版》,https://vd3.bdstatic.com/mda-nmf3ms2fzrxski1f/hd/cae_h264/1671162288536760512/mda-nmf3ms2fzrxski1f.mp4
NinjaKidzTV,https://playworksdigital-ninjakidztv-1-us.xumo.wurl.tv/playlist.m3u8
凤凰资讯台,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
PowerNation,https://amg01258-raycomsports-powernationau-samsungau-18bwc.amagi.tv/playlist.m3u8
CSI,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62e9224f41d5e100076db2b6/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c79df70-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=dec120d8-b140-4915-a068-07986f2860d1
CartoonNetwork,http://156.239.254.7:5555/smt.php?id=Cn
iNewsTV,https://tzh911.qzz.io/play-smt.php?id=Inewstv
寰宇财经频特,http://156.239.254.7:5555/smt.php?id=huanyutaiwan_twn
Prima,http://156.239.254.7:5555/smt.php?id=Prima-0
NBATV,https://live.catvod.com/live.php?id=Nba&token=9d5d41fccf9024329dc0a75b4ba606ebfe81b6370a6015eb1fac8dbead5f8c30%3A1764206292%3ANTIuMTU5LjIyOS42NQ%3D%3D
KMIZ-DT1,https://cvtv.cvalley.net/hls/KMIZABC/KMIZABC.m3u8
CI,http://156.239.254.7:5555/smt.php?id=ci_twn
PerryMason,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64eddc3485efec00085b0369/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1f3876-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=09f836b5-3c59-462d-95a2-726c229b62d4
AstroSunlife,http://156.239.254.7:5555/smt.php?id=Sunlife
中天亚洲频特,https://tzh911.qzz.io/play-smt.php?id=ctiasia_twn
